Env_Chitala Env_Chitedze Env_Nakabango Env_Serere
553.8442 346.9667 276.4187 331.1207
549.6043 344.0334 270.7431 325.4199
552.3272 346.0189 275.0589 326.483
573.7652 371.5842 286.6491 339.1447
580.5896 373.7441 290.0308 344.6486
579.3573 367.3396 295.7252 347.3662
587.5274 377.0666 299.9314 361.153
578.1086 357.576 288.9248 345.3805
566.2802 348.9147 281.768 334.4504
567.6693 353.8528 280.6615 331.1086
559.3485 342.9978 273.756 327.9421
564.2095 352.9116 278.3879 328.0243
569.157 354.6082 288.2412 333.2933
578.2074 367.7497 282.4607 344.9936
574.8935 358.5341 286.3548 342.9571
565.2893 359.9372 291.9063 344.1157
569.228 361.1801 290.137 345.9734
570.8865 358.7232 292.1732 347.2399
580.877 366.2092 299.7735 342.0316
590.73 381.7514 303.9438 354.8624
596.9699 381.3741 305.7474 365.1779
585.4506 369.4763 293.4279 346.2294
578.6038 366.6682 287.2312 352.9321
599.776 387.1935 308.5939 371.6527
607.8834 397.7412 322.9169 370.2304
599.1105 389.1852 315.4129 369.5658
591.9643 377.0722 308.6774 363.2815
594.3156 378.0274 303.0161 361.8491
589.0718 372.0953 300.3783 353.4963
596.3337 382.4562 305.7652 365.3832
594.6415 375.135 302.9555 365.4285
582.8642 377.7516 306.4367 359.814
590.7126 381.1022 300.7459 360.1782
589.7045 372.6655 303.826 359.249
589.9168 375.4581 298.7933 367.0601
575.5866 358.5691 291.9913 342.4891
585.1086 363.3015 289.0472 346.4998
561.5771 352.5235 281.8935 334.9854
571.9927 362.7972 286.3888 337.7129
577.5251 358.4011 294.1622 343.6295
581.1613 371.7059 295.3926 346.1233
566.0084 354.212 279.1033 329.6931
570.0674 354.9829 284.2276 344.5895
574.8703 354.7052 292.9416 350.5521
576.2658 363.4158 287.0659 345.0216
591.6197 377.0918 299.6122 356.9916
591.2283 374.7689 298.3349 359.0254
598.7615 381.2326 309.1164 364.7682
595.4879 378.0717 303.3235 357.9305
576.9905 361.3998 284.4901 344.4586
568.7016 359.2278 280.3826 335.9237
563.1868 344.2437 274.8538 328.6634
562.2924 341.6276 271.4082 329.05
554.6732 343.0939 273.2029 322.6362
538.948 331.4958 259.2516 317.2644
544.4433 332.2892 248.893 308.3786
538.782 324.3424 250.5455 310.2378
540.7749 337.7552 263.616 313.0965
542.639 323.4923 259.6001 305.9337
531.8959 313.2931 240.6473 293.549
527.4406 310.4635 244.3844 289.8202
520.3431 313.8984 239.8291 293.8546
521.1468 305.7677 227.6965 287.2872
525.2637 310.6964 238.5748 293.6369
526.9755 314.1595 233.2007 297.0968
533.3051 315.3774 245.6643 295.878
540.4742 334.4148 257.2316 313.314
548.6518 332.1186 257.8009 305.8899
557.4308 335.6539 267.1586 322.3565
542.5171 333.3777 253.2475 312.4936
546.1417 332.839 255.2687 320.6178
534.0244 323.9446 255.093 306.5738
533.735 320.607 250.9719 298.5132
522.6052 304.3044 231.1545 290.0507
517.9448 307.6397 232.7405 286.9608
525.7777 299.8413 233.2277 286.2248
527.4591 310.9546 233.3641 296.1797
522.4066 317.9071 237.8668 294.0832
513.495 305.7767 232.7878 291.2641
506.112 299.5997 227.2619 283.2192
518.6329 313.6772 238.0366 288.133
517.2952 299.4601 232.7447 283.2045
500.1008 295.628 216.0661 264.9217
510.2415 295.1142 218.5262 277.7241
506.3234 298.9575 222.1244 280.2946
509.6094 301.1239 225.2088 282.5639
513.6325 300.7586 223.7553 286.6698
512.4838 307.8343 223.7948 288.9962
509.8078 292.9246 222.6565 280.8402
516.8666 299.8848 231.3116 287.9726
522.8991 298.7191 232.6379 291.0735
507.5017 299.1784 220.9826 277.4121
495.9452 286.0937 218.2055 267.1514
508.1257 287.8302 217.9781 271.7284
518.691 298.6695 225.1308 279.4451
510.0125 296.5506 227.8238 280.836
508.0644 298.9897 221.3607 281.5931
517.735 300.2215 236.6998 283.0877
517.5085 299.0772 229.3464 282.8536
518.0159 304.8037 230.6446 290.1597
527.1514 316.4549 237.6986 301.0267
534.8107 323.1636 247.5724 300.5721
529.3075 317.2923 242.7825 293.2053
532.6211 325.7078 247.4949 302.7866
543.0128 324.197 257.3956 316.3357
548.5043 329.5162 253.0522 312.9156
542.4639 320.765 254.9022 302.5229
534.3586 319.0218 246.8761 301.2163
531.9843 322.2057 244.558 299.0772
539.8238 319.9681 248.6744 301.1967
