EID,Env,genotype,pod_yield_g,sh_pc,sw_g,X100_sw,uid
4,Serere,ICGV.SM.05562,120.9866111,40.03098222,49.15135968,44.42950407,618
4,Serere,ICGV.SM.05693,79.38663439,44.55771732,35.25656488,43.5395947,619
4,Serere,ICGV.SM.05702,111.1026848,41.439469,47.58752441,44.91784093,620
4,Serere,ICGV.SM.05723,97.81814502,47.93512362,44.36383772,45.37001643,621
4,Serere,ICGV.SM.05738,96.97134282,39.89673036,40.03606181,45.23370495,622
4,Serere,ICGV.SM.06687,78.25973126,39.52314836,31.93463332,42.25519707,623
4,Serere,ICGV.SM.06729,99.53866124,38.97491859,39.26468378,46.46398787,624
4,Serere,ICGV.SM.07501,94.44847658,44.87962645,42.4335268,43.86070909,625
4,Serere,ICGV.SM.07510,79.15573001,39.24667401,32.96061982,45.161896,626
4,Serere,ICGV.SM.07517,77.0354023,35.1754386,30.47073894,43.50370203,627
4,Serere,ICGV.SM.07520,109.4613992,42.40115402,46.21794434,41.31972761,628
4,Serere,ICGV.SM.07539,106.23768,42.06509753,46.44543603,43.72880779,629
4,Serere,ICGV.SM.07540,101.3253921,42.98543404,43.60056967,41.41612942,630
4,Serere,ICGV.SM.07541,76.79122313,38.51502417,32.77704519,46.2333512,631
4,Serere,ICGV.SM.07553,108.6644533,44.16062976,49.12003328,40.4712779,632
4,Serere,ICGV.SM.07593,79.89245216,38.46556026,32.51132113,44.2979653,633
4,Serere,ICGV.SM.08503,104.1002393,42.23377646,45.39297648,43.69131853,634
4,Serere,ICGV.SM.08533,111.7911977,36.60850309,46.68714952,42.57560549,635
4,Serere,ICGV.SM.08540,88.45098029,36.58214148,34.07613507,42.43101214,636
4,Serere,ICGV.SM.08577,78.65880181,44.91658621,35.45371179,42.93501605,637
4,Serere,ICGV.SM.09511,107.5195008,40.58430976,45.66548515,44.50409741,638
4,Serere,ICGV.SM.10005,91.65442486,36.19010868,37.14983318,44.02016589,639
4,Serere,ICGV.SM.10008,111.4989377,37.18418556,48.00250148,44.97486256,640
4,Serere,ICGV.SM.10014,82.34511025,37.13803091,34.34784359,46.75093496,641
4,Serere,ICGV.SM.10021,108.7229163,40.14629286,44.30287853,47.18046853,642
4,Serere,ICGV.SM.10028,95.59237479,43.04229866,41.35196682,42.12682068,643
4,Serere,ICGV.SM.10031,76.80802453,41.5489964,30.15364191,43.27115033,644
4,Serere,ICGV.SM.10043,81.62839724,41.18098953,34.63686844,40.79308616,645
4,Serere,ICGV.SM.10044,70.24041596,37.27773333,29.98136055,41.85708202,646
4,Serere,ICGV.SM.15514,141.9485594,44.19770085,64.63298929,42.7164777,647
4,Serere,ICGV.SM.15523,124.9498348,42.24667689,50.93796404,44.67440054,648
4,Serere,ICGV.SM.15537,98.23085312,39.04704122,39.71140932,41.48804473,649
4,Serere,ICGV.SM.15538,78.23082031,39.56547718,32.33379589,43.02823098,650
4,Serere,ICGV.SM.15542,84.93677783,35.96453056,33.65288434,43.91443817,651
4,Serere,ICGV.SM.15554,95.41827037,38.30963686,38.77414942,42.49782864,652
4,Serere,ICGV.SM.15557,95.07040154,35.64881026,36.48278543,42.0156412,653
4,Serere,ICGV.SM.15559,89.76485907,38.97102308,37.79633482,41.21014202,654
4,Serere,ICGV.SM.15562,89.39248209,39.98952186,35.98001959,41.85076705,655
4,Serere,ICGV.SM.15564,96.162914,37.15538032,36.61847181,42.37524954,656
4,Serere,ICGV.SM.15567,80.77365715,37.79154448,33.78588219,42.42965874,657
4,Serere,ICGV.SM.15575,136.7623383,44.04993606,60.08446096,44.48554251,658
4,Serere,ICGV.SM.15576,137.1957297,41.2936185,58.9295453,45.51351632,659
4,Serere,ICGV.SM.15578,137.3777569,47.99323574,65.81506928,44.77030982,660
4,Serere,ICGV.SM.15579,112.2222991,44.85733639,49.01056395,45.3913378,661
4,Serere,ICGV.SM.15587,136.2928491,41.47452533,61.84372925,45.64762554,662
4,Serere,ICGV.SM.15592,120.7788771,41.93771978,51.50275566,44.16444853,663
4,Serere,ICGV.SM.15593,112.2801886,42.99260786,50.30935167,44.25250233,664
4,Serere,ICGV.SM.15598,134.0913592,41.49103078,54.26775827,44.06595544,665
4,Serere,ICGV.SM.15607,135.1628615,39.49859834,52.55291283,42.97573303,666
4,Serere,ICGV.SM.15611,148.2120577,40.57118039,59.30343296,44.85690675,667
4,Serere,ICGV.SM.15621,142.9083216,40.00252698,57.15573994,42.82943128,668
4,Serere,ICGV.SM.15622,112.7367111,41.11749915,50.09902348,42.72273279,669
4,Serere,ICGV.SM.15623,100.5040444,39.4159852,43.32664491,43.58469184,670
4,Serere,ICGV.SM.15627,106.491945,39.73043456,46.98676502,45.32239235,671
4,Serere,ICGV.SM.15631,143.8398582,42.2854507,60.57232002,43.690555,672
4,Serere,ICGV.SM.16505,81.89987083,39.02108301,34.21382107,41.50903176,673
4,Serere,ICGV.SM.16514,95.85863681,38.60255475,38.92878685,42.13703219,674
4,Serere,ICGV.SM.16521,99.69393117,39.6747686,40.07560302,41.16186283,675
4,Serere,ICGV.SM.16523,105.5240577,36.22417782,38.77033244,41.48310759,676
4,Serere,ICGV.SM.16527,122.6707307,44.50459097,52.91446557,41.21889776,677
4,Serere,ICGV.SM.16528,112.2354816,37.59907177,44.02110663,41.45813776,678
4,Serere,ICGV.SM.16529,110.2286802,38.2592468,42.43911345,44.00012401,679
4,Serere,ICGV.SM.16531,102.7424145,44.76996212,47.04202866,42.55734791,680
4,Serere,ICGV.SM.16554,77.46831678,35.05167268,31.53266692,44.3014382,681
4,Serere,ICGV.SM.16555,96.09877008,38.45771084,39.65524083,42.20972119,682
4,Serere,ICGV.SM.16556,84.03040085,38.17534155,34.97503699,42.73572639,683
4,Serere,ICGV.SM.16557,101.6975599,37.13907002,39.32571486,43.53200149,684
4,Serere,ICGV.SM.16558,80.70909974,37.48608181,31.66130228,48.09462861,685
4,Serere,ICGV.SM.16559,112.0133157,41.53666579,46.91566631,43.25255767,686
4,Serere,ICGV.SM.16560,88.15128312,42.83479988,37.45279813,41.70187832,687
4,Serere,ICGV.SM.16562,133.5699342,39.73747748,56.62759794,43.4829285,688
4,Serere,ICGV.SM.16563,92.26193873,43.03167144,39.28311738,46.33878951,689
4,Serere,ICGV.SM.16565,97.68998641,38.08252919,39.32239634,41.97527948,690
4,Serere,ICGV.SM.16567,107.94354,38.35821858,42.19950135,40.97933812,691
4,Serere,ICGV.SM.16568,89.90808297,39.11292882,37.02594223,41.38569221,692
4,Serere,ICGV.SM.16571,95.35584377,38.01859834,37.22808808,41.85303084,693
4,Serere,ICGV.SM.16572,90.25756872,38.44589338,36.09489269,41.9223114,694
4,Serere,ICGV.SM.16575,122.8709612,38.51525365,47.64429049,42.95314273,695
4,Serere,ICGV.SM.16576,88.50219121,35.50668427,35.06986711,43.18665265,696
4,Serere,ICGV.SM.16577,104.884924,38.95477968,43.79192036,42.15958073,697
4,Serere,ICGV.SM.16578,92.0811845,40.27522671,35.71339853,43.12986574,698
4,Serere,ICGV.SM.16579,82.24698231,48.16912732,39.07120418,41.97389836,699
4,Serere,ICGV.SM.16581,119.6317261,40.3724391,48.80619629,40.92544584,700
4,Serere,ICGV.SM.16584,95.29390019,39.15679195,39.17478678,43.68501121,701
4,Serere,ICGV.SM.16586,117.7432837,43.34406676,50.68055872,41.52601295,702
4,Serere,ICGV.SM.16587,103.1192385,44.65511857,48.62765111,42.1385643,703
4,Serere,ICGV.SM.16589,97.09025485,38.20808149,39.25732713,43.28796323,704
4,Serere,ICGV.SM.16591,102.6707714,39.70304635,42.34385314,42.12742837,705
4,Serere,ICGV.SM.16592,110.5361806,40.82285979,45.31025992,43.42752042,706
4,Serere,ICGV.SM.16596,104.5638708,39.63730831,40.77866884,42.78768142,707
4,Serere,ICGV.SM.16597,89.74714154,39.73376282,37.7248888,42.74139908,708
4,Serere,ICGV.SM.16598,107.2647787,46.79114274,53.32790427,42.76264223,709
4,Serere,ICGV.SM.16600,100.667176,38.8444067,38.39885425,41.72448162,710
4,Serere,ICGV.SM.16601,111.7270051,39.05314815,43.43702761,42.64046423,711
4,Serere,ICGV.SM.16603,90.61120775,38.08666543,35.25263276,41.81085189,712
4,Serere,ICGV.SM.16605,98.7015147,39.43656735,39.5888404,42.57442935,713
4,Serere,ICGV.SM.16609,95.37778963,38.61545006,37.42913105,39.89544539,714
4,Serere,ICGV.SM.16611,99.14648624,37.41920837,38.62736397,44.17730571,715
4,Serere,ICGV.SM.16613,130.7353879,42.5908629,55.28990568,43.86755988,716
4,Serere,ICGV.SM.16614,108.7065469,41.29384158,45.62969888,42.51828977,717
4,Serere,ICGV.SM.16615,100.0598334,35.16767305,36.34550213,43.59792366,718
4,Serere,ICGV.SM.16616,96.4423095,39.57937142,39.76900428,43.2773616,719
4,Serere,ICGV.SM.16617,123.6073172,36.37808282,49.475647,43.61601972,720
4,Serere,ICGV.SM.16618,116.4050549,39.32805665,46.02427069,42.15277782,721
4,Serere,ICGV.SM.16619,101.8360868,39.40596873,40.71400991,41.89140393,722
4,Serere,ICGV.SM.16621,81.01577776,33.17885064,31.9450409,42.41136455,723
4,Serere,ICGV.SM.16624,106.5276929,40.03216234,43.21558325,43.31831036,724
4,Serere,ICGV.SM.16625,111.6719955,38.32161807,44.50101778,43.50347978,725
4,Serere,ICGV.SM.16626,95.12019923,41.17495303,39.18883527,42.89644505,726
4,Serere,ICGV.SM.16627,103.8720374,39.3445937,41.01749094,43.5836906,727
4,Serere,ICGV.SM.16630,92.35172463,42.61407755,39.85088862,44.3120621,728
4,Serere,ICGV.SM.16631,101.5090458,39.34429867,40.01396413,43.65588964,729
4,Serere,ICGV.SM.16633,110.4069317,40.36433181,45.84759044,41.22458097,730
4,Serere,ICGV.SM.16634,111.0014846,41.72742571,47.11253049,43.26798286,731
4,Serere,ICGV.SM.16636,130.9363609,42.1221728,55.54931018,44.2979672,732
4,Serere,ICGV.SM.16637,108.836636,38.79553791,41.939488,43.39715526,733
4,Serere,ICGV.SM.3520,88.72529292,40.04144784,36.83018091,41.55621272,734
4,Serere,ICGV.SM.6519,76.13459087,35.31448685,30.61826955,42.45630626,735
4,Serere,ICGV.SM.6525,87.77301128,41.2404621,37.0860362,42.63683659,736
4,Serere,ICGV.SM.6637,79.82829566,40.60310781,34.76370903,44.81562681,737
4,Serere,ICGV.SM.7599,97.81502131,44.47539406,45.74225932,43.20487605,738
4,Serere,ICGV.SM.8501,113.2002289,45.71482527,50.58737539,44.9392017,739
4,Serere,ICGV.SM.8528,104.4812739,39.05394996,42.19611388,43.4702951,740
4,Serere,ICGV.SM.8538,114.0186237,42.01315531,47.20684929,42.82945958,741
4,Serere,ICGV.SM.8547,96.64118628,39.59715935,38.82993499,42.8025735,742
4,Serere,ICGV.SM.90704,94.23726657,42.54495461,40.22815103,43.19547361,743
4,Serere,ICGV.SM.95714,68.90786035,40.69031481,29.25996776,44.18218916,744
4,Serere,ICGV.SM.99537,104.1227977,40.38070474,42.54859561,40.65525698,745
4,Serere,ICGV.SM.99551,89.99272188,39.37303702,36.43394752,42.73385461,746
4,Serere,ICGV.SM.99566,110.2594822,42.71713653,47.8689843,41.57916648,747
4,Serere,ICGV.SM.99568,70.33914263,37.25489552,29.07969495,41.29033835,748
4,Serere,ICGX.SM.14001.B.6.1.3.1.1,91.68669567,42.15729034,37.54654868,42.53045433,749
4,Serere,ICGX.SM.14008.B.2.1.2.2.1.1,119.6325821,39.01651798,46.70251551,43.27839155,750
4,Serere,ICGX.SM.14008.B.3.1.1.5.1.1,94.31926608,36.48815625,36.73182587,42.51826707,751
4,Serere,ICGX.SM.14008.B.9.1.2.3.1.1,88.52552115,40.19382741,37.82785268,41.65840606,752
4,Serere,ICGX.SM.14008.B.9.1.2.4.1.1,87.69498799,44.66448167,42.40306631,42.95295582,753
4,Serere,ICGX.SM.14014.B.10.1.1.3.1.1,82.29487398,43.60115127,36.45779935,41.53967688,754
4,Serere,ICGX.SM.14014.B.6.1.1.5.1.1,105.5773436,37.76688173,42.35174893,44.43509784,755
4,Serere,ICGX.SM.14014.B.7.1.2.6.1.1,69.71761708,40.7679469,29.37701546,42.03414722,756
4,Serere,ICGX.SM.14017.B.1.1.1.11.1.1,71.3226257,40.4306724,30.98256945,41.20864761,757
4,Serere,ICGX.SM.14018.B.3.1.3.6.1.1,86.85169017,40.36463943,37.02354749,41.55978303,758
4,Serere,ICGX.SM.14019.B.8.1.1.3.1,79.63682707,40.68875896,32.81952087,42.23392364,759
4,Serere,ICGX.SM.14020.B.4.1.3.4.1.1,69.43643839,44.10696662,31.1783583,41.07459352,760
4,Serere,ICGX.SM.14020.B.6.1.2.3.1.1,75.28078595,41.88265876,33.18711685,41.36801999,761
4,Serere,ICGX.SM.14020.B.6.1.2.4.1.1,78.48544808,40.13318297,32.92548518,41.96048078,762
4,Serere,ICGX.SM.14021.B.13.1.1.2.1.1,82.05411352,42.57361049,36.05885109,41.70356767,763
4,Serere,ICGX.SM.14025.B.13.1.1.3.1.1,85.64000091,40.90963431,35.82669294,43.52416495,764
4,Serere,ICGX.SM.14025.B.17.1.1.6.1.1,124.7115183,44.26171522,56.16837491,43.34355537,765
4,Serere,ICGX.SM.14026.B.3.1.1.6.1,95.63956052,42.58283086,42.15551067,43.84295457,766
4,Serere,ICGX.SM.14033.B.6.1.1.3.1,66.44391152,38.65422178,28.3171437,40.94117959,767
4,Serere,JL.24,110.2528111,42.02848622,46.72963579,43.22566986,768
